Model,Scenario,Region,Variable,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Solar,GW,0,2.88,5.69,8.5,10.98960117,45.93441293,121.001593,190.8686573,312.0459282,500.9221313,,870.5543547,,1540.773652,,2757.001155,,4864.609686
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Oil,GW,0,0,0,0,17.5625708,15.0369858,7.07908,4.044555,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Hydro,GW,0,27.14285137,36.18462685,36.36153692,41.09036636,46.7164731,50.06971014,53.36475747,55.31933522,57.3614197,,155.7585243,,164.1765572,,168.5365572,,170.9765572
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Gas,GW,0,24.24189457,34.59430938,71.34897035,96.21021546,130.8401862,215.2364551,272.945616,381.4391972,521.397742,,719.8266472,,1152.412933,,1350.503455,,1688.083489
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Geothermal,GW,0,0.295814905,0.228895934,0.177115311,0.137048451,0.106045479,0.058611407,0.058611407,3.038448964,6.328430407,,13.97130478,,32.0744045,,65.52692419,,127.3434689
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Liquids|Oil,GW,0,104.6685489,132.9575521,173.1715876,215.0814371,259.2723481,262.8528815,257.6184207,225.9028853,188.3325936,,167.005535,,181.7739977,,154.4178947,,110.5379166
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Electricity|Coal,GW,0,44.48987351,49.22341049,56.25399775,60.23540881,62.94731464,70.26430185,100.2701678,137.9043015,133.7626927,,246.5889102,,321.1195777,,410.6451073,,277.4596083
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Sub-Saharan Africa,Capacity|Liquids|Gas,GW,0,3.15731925,3.15731925,3.15731925,3.15731925,3.049524948,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Liquids|Biomass,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Wind,GW,0,2.27946364,2.27946364,2.27946364,2.278352529,2.278352529,53.91225864,100.1165376,232.2460077,263.9309024,,389.5369254,,802.4788574,,925.6310624,,1051.688275
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Nuclear,GW,0,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Biomass,GW,0,0,0.029622147,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Liquids|Coal,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Solar,GW,0,1.844,1.844,1.844,22.1902381,80.29757723,154.2552353,349.8901615,405.1529095,568.7151313,,1014.578492,,1320.001057,,1505.850534,,1676.027771
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Oil,GW,0,68.42263861,35.77635048,0.753998369,19.6031149,19.6031149,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Hydro,GW,0,36.20990118,37.11388167,36.55291936,35.77201936,34.50026493,34.23200303,33.52647129,33.50991745,33.59079676,,31.06747416,,28.90304971,,28.93638305,,28.96971638
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Gas,GW,0,299.7609282,366.3537046,453.7779194,559.3958035,664.7823728,812.8439473,917.8749895,1058.762804,1205.907576,,1561.492839,,1996.26031,,2236.123037,,2292.597332
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Geothermal,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0.625698343,,1.388421131
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Liquids|Oil,GW,0,912.2397737,933.1659516,1018.957873,1317.391343,1428.791252,1515.624588,1546.051419,1768.759285,2025.731817,,1951.441105,,1899.564195,,2032.063716,,1871.603511
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Coal,GW,0,2.494981919,4.515546505,1.72,2.406,1.446,0.06,0,0,0,,1.205600498,,11.12430839,,32.53805478,,78.76872717
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Liquids|Gas,GW,0,1.419750752,1.419750752,1.419750752,1.419750752,1.419750752,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Liquids|Biomass,GW,0,43.57920235,42.95250183,37.69643785,34.42067449,33.09101348,30.94958111,30.94958111,29.87902615,21.81546621,,13.33037412,,12.05839322,,8.80935452,,6.607459994
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Wind,GW,0,30.85,30.85,30.85,30.82736917,62.23296033,81.89559315,93.055185,109.67079,128.6120838,,270.2140327,,344.2969895,,397.0251914,,497.4233269
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Nuclear,GW,0,4.2601,5.4501,4.2601,2.1351,0.7301,0.7301,0.7301,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Biomass,GW,0,8.010623158,10.61496821,13.33661529,13.46152035,13.61714516,13.96078494,14.14139753,14.52941176,14.52941176,,14.52941176,,14.52941176,,14.52941176,,14.52941176
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Liquids|Coal,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Solar,GW,0,7.258,7.258,7.258,16.9,39.63706475,147.0269241,169.3461079,248.0215966,305.9966677,,534.7985907,,592.5314997,,671.8282239,,1012.663168
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Oil,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Hydro,GW,0,190.3348406,204.0987718,213.6335892,222.9832718,234.6079588,241.9839068,249.3817444,261.9646761,271.8833716,,276.1486116,,280.185941,,280.185941,,280.185941
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Gas,GW,0,54.446412,68.60945358,68.40745358,84.53634562,89.29899133,109.0420305,129.5712513,193.8534426,276.3747241,,506.9759206,,784.7290412,,979.0265316,,1055.557756
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Geothermal,GW,0,0.918588653,0.710786389,0.549992958,0.425574067,0.368887208,0.345809384,0.345809384,0.345809384,0.345809384,,0.27059578,,0.162015689,,0.162015689,,0.162015689
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Liquids|Oil,GW,0,610.638559,715.0833762,741.664548,799.4386063,873.1893039,976.9414555,1133.048682,1204.188308,1214.930645,,1046.452526,,1406.344689,,1955.307572,,2627.769873
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Electricity|Coal,GW,0,14.55158039,1.774063932,1.774063932,3.572210389,3.572210389,1.956723578,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_CurPol_T45,Countries of Latin America and the Caribbean,Capacity|Liquids|Gas,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Liquids|Biomass,GW,0,216.6779172,218.146271,234.555752,234.3323491,199.7840946,186.8117358,208.4315113,257.1899605,340.1780973,,574.5590398,,770.9302881,,900.1901577,,878.2891132
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Electricity|Wind,GW,0,722.6668467,1302.033378,1835.146625,2534.740933,3105.691034,3914.369282,4808.415652,5632.548801,6769.083762,,7709.877606,,8946.537903,,9725.685066,,11924.48432
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Electricity|Nuclear,GW,0,391.4006,439.1023556,452.0206,474.9951591,545.8555956,621.5666776,761.9066079,1039.996269,1269.552853,,2265.257958,,2942.176677,,2906.202238,,2562.829847
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Electricity|Biomass,GW,0,71.95527733,70.06488344,61.49489731,58.63878503,59.51121545,60.16759867,60.28272106,60.67073529,61.08683168,,60.99002589,,60.67073529,,60.67073529,,60.67073529
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Liquids|Coal,GW,0,0,0,3.259222756,3.259222756,0,0,3.259222756,8.048090259,15.08450774,,15.08450774,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Electricity|Solar,GW,0,679.4640586,1314.514877,2580.379192,4494.300544,5620.74483,7317.465545,9291.643955,10798.41864,12702.01667,,15306.97651,,18677.17356,,21929.85026,,26480.38702
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Electricity|Oil,GW,0,120.9809971,31.12720864,29.14140864,115.9208538,103.0116724,49.73335268,20.703067,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Electricity|Hydro,GW,0,1150.969202,1348.484096,1427.098194,1567.486014,1650.052752,1732.173032,1849.522712,2004.202607,2236.352895,,2420.022695,,2662.878751,,2799.256173,,2837.362167
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Electricity|Gas,GW,0,1808.248654,2106.982216,2482.851251,2427.691017,2994.466984,3922.706925,4176.479608,4413.407959,4421.403524,,4622.032752,,5029.088596,,5287.410821,,4966.772078
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Electricity|Geothermal,GW,0,11.48084577,16.67226124,19.81792104,49.6085763,90.04910553,142.0900029,210.7138808,302.6261908,403.3173441,,667.612371,,1060.901483,,1565.471471,,2314.152303
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Liquids|Oil,GW,0,6161.851246,6285.397241,6021.393727,6264.545825,5934.092196,5143.700388,4276.233388,3648.302544,2963.549803,,2596.30065,,2644.910705,,2736.313115,,2692.421826
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Electricity|Coal,GW,0,1920.780421,1701.25045,1494.387181,1132.294809,702.6196483,293.8100534,186.962769,100.4919074,14.39114681,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,World,Capacity|Liquids|Gas,GW,0,21.68037128,42.97008575,42.97786207,46.4072672,32.77147622,55.27174502,61.21713808,70.82116239,101.2436225,,54.3636664,,43.60165738,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Liquids|Biomass,GW,0,101.0430674,91.20001634,101.3706329,95.36425216,71.14563036,44.11139247,50.82661596,56.42909372,56.38358934,,152.2784144,,133.2507882,,120.2422476,,123.3085518
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Wind,GW,0,130.5866667,356.9567684,369.6398482,601.2770464,634.4518159,724.3577115,832.377967,923.3978251,940.5995663,,1102.178057,,1302.932145,,1370.187033,,1415.151873
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Nuclear,GW,0,118.8474,118.8474,115.3754,97.36821897,97.63525887,92.82120423,91.56229962,134.3658689,198.8648133,,420.2844463,,577.799358,,577.799358,,557.202319
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Biomass,GW,0,6.228521817,0,0,0,0,0,0,0,0,,0.319290598,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Liquids|Coal,GW,0,0,0,3.259222756,3.259222756,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Solar,GW,0,89.31942857,177.0593703,541.3571577,1219.958466,1265.696197,1447.789498,1732.172166,1913.580717,1947.050615,,1759.860579,,2072.435665,,2176.680741,,2246.376244
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Oil,GW,0,1.725646178,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Hydro,GW,0,135.8661999,154.8380401,164.1808772,175.1912055,189.343788,196.9044753,201.5298845,206.5566461,209.6090224,,215.2804043,,221.1507718,,224.3368183,,226.9647253
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Gas,GW,0,530.9718403,587.1687915,603.913956,375.5972404,407.275187,625.0636009,596.6304467,511.3837514,492.536295,,412.9776059,,148.6198174,,171.2967508,,161.9750399
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Geothermal,GW,0,3.53359,7.181477402,11.70393195,20.76951873,33.75822577,50.42053095,73.31577493,104.9195081,124.8773245,,160.045991,,202.9163992,,255.1751877,,318.8783592
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Liquids|Oil,GW,0,1066.039183,922.029176,704.0207454,646.1173749,520.4780986,406.403739,327.958672,247.2714436,203.5624549,,104.0464474,,44.46253764,,17.70440679,,1.683325426
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Electricity|Coal,GW,0,287.661806,238.8622333,210.581398,7.901086867,6.901883482,3.450941741,3.450941741,3.450941741,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,North America; primarily the United States of America and Canada,Capacity|Liquids|Gas,GW,0,0,0,0,3.259222756,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Liquids|Biomass,GW,0,22.59116476,18.86110897,20.20818088,18.55363877,16.35119568,22.01746569,30.58200747,49.93913959,76.16826289,,124.2525436,,87.40391374,,67.23823917,,53.45165779
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Wind,GW,0,213.3061768,213.3061768,319.9146937,366.0740605,409.43658,552.660664,609.5800117,679.1519934,852.7341719,,932.0882289,,1101.320684,,1034.440911,,1145.012267
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Nuclear,GW,0,130.1768,130.1768,130.1768,135.145052,126.9076347,86.130559,69.30094177,81.18064775,100.8994105,,165.0794096,,244.2999243,,311.9270101,,297.4259667
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Biomass,GW,0,13.10415279,12.40084685,1.01,1.01,1.01,1.01,1.011176471,1.011176471,1.011176471,,1.011176471,,1.011176471,,1.011176471,,1.011176471
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Liquids|Coal,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Solar,GW,0,138.4888515,283.9088998,504.7485543,753.2194084,903.6419091,1150.401828,1290.242321,1483.57725,1659.059379,,1857.501126,,2044.851575,,2111.827819,,2244.380505
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Oil,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Hydro,GW,0,196.4826327,197.3597908,203.9009572,265.8861157,276.7306426,282.6980591,288.5864281,292.226457,295.5528455,,300.7894644,,305.9099356,,307.4831892,,308.5097004
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Gas,GW,0,244.6208608,315.3468647,411.842691,414.6178636,455.1119611,429.6101414,367.1215983,308.7372671,221.3632155,,228.5196157,,255.5115418,,397.2874968,,370.3477638
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Geothermal,GW,0,2.054625,2.054625,2.043625,6.135662992,12.51147753,21.17915055,32.69199249,48.39790706,70.07776044,,136.3786077,,253.1251131,,315.4407822,,391.4032351
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Liquids|Oil,GW,0,834.2011501,773.1151126,609.3840627,474.7732001,351.7246795,254.5524276,181.8865452,141.625655,105.6508513,,75.84649533,,20.21632803,,19.7833112,,24.76094467
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Coal,GW,0,170.3656113,155.0333003,147.0759571,85.421042,55.904592,7.775322629,0.5626,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,"Eastern and Western Europe (i.e., the EU28)",Capacity|Liquids|Gas,GW,0,0,0,0,0,1.485415105,5.441784875,7.052043599,7.458503609,15.78311534,,5.196811055,,5.196811055,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Liquids|Biomass,GW,0,0.320289657,0.346512907,0.346512907,1.099275104,2.540928377,5.245759153,9.737302303,17.7047408,31.80424269,,27.5387325,,18.38341066,,14.36816424,,12.10141469
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Electricity|Wind,GW,0,9.882896825,65.1348513,74.91612846,113.2964737,121.898766,132.5272162,183.9274098,166.6561546,191.0879897,,179.1581675,,215.5727391,,211.866349,,203.1844343
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Electricity|Nuclear,GW,0,1.4,6.39,6.39,9.685021161,13.89039592,17.51763818,24.36775053,29.86042261,41.0185338,,73.43481275,,126.2375153,,125.5375153,,120.1398068
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Electricity|Biomass,GW,0,3.877101053,3.877101053,0.218858,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Liquids|Coal,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Electricity|Solar,GW,0,84.86727869,84.86727869,133.3830088,170.2172424,283.9874532,306.9146899,332.7757676,363.9018893,373.6085165,,389.9266901,,403.3745156,,409.4608051,,411.3979982
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Electricity|Oil,GW,0,5.760833827,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Electricity|Hydro,GW,0,62.08138598,61.80067591,60.63837593,67.60048989,66.47372557,65.92200239,65.86443454,65.2488331,65.26541769,,65.64516591,,65.78595318,,66.12040134,,66.35451505
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Electricity|Gas,GW,0,130.9034985,133.1387975,162.6511444,145.4583094,128.7319478,134.1276672,119.4981798,113.7761507,95.03040446,,88.16335595,,25.43436558,,35.53365826,,61.85593184
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Electricity|Geothermal,GW,0,0.64179986,1.599529,1.434329,5.005298311,9.421755144,15.70017884,24.52097087,36.70212181,53.63596492,,81.28522918,,105.3432242,,134.6697859,,170.418701
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Liquids|Oil,GW,0,315.2001524,326.1916237,281.8490293,201.5944575,145.9357678,102.8681347,70.28405585,45.51522649,34.06553294,,14.892946,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Electricity|Coal,GW,0,68.70794,64.09244,48.51604,12.241141,12.241141,6.486591438,0.93675,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Pacific OECD,Capacity|Liquids|Gas,GW,0,0,0,0,0,0,0,0,0,3.259222756,,3.259222756,,11.73001063,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Liquids|Biomass,GW,0,0.037112819,0.065399889,0.065399889,0.871562832,2.199564639,5.770330427,9.739174499,14.4129672,22.04136234,,8.802171815,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Wind,GW,0,3.6,3.6,3.6,62.8219335,95.18777419,189.7754478,299.0196287,325.4604245,370.58858,,433.6253734,,370.3929775,,393.0479332,,414.6482809
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Nuclear,GW,0,43.4215,43.4215,43.4215,40.6355,35.628,31.37512708,31.29399508,44.52788156,49.23257723,,44.73257723,,40.76957723,,39.36457723,,39.36457723
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Biomass,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Liquids|Coal,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Solar,GW,0,4.282815625,4.282815625,4.282815625,92.41663406,285.8479698,344.9118498,390.7498088,430.5805035,476.8578123,,568.0065717,,650.9553433,,702.2573692,,741.6462386
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Oil,GW,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Hydro,GW,0,65.81977478,65.53659229,64.43943708,63.84958848,62.43431385,62.11621626,78.71359551,149.6115145,272.3756972,,363.0265604,,487.4658086,,537.9765428,,561.0444444
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Gas,GW,0,138.5412804,164.8325509,222.7064868,259.7967684,239.1249517,288.5696491,329.4200695,298.6822842,223.1577256,,235.0786164,,204.4069678,,204.8868813,,214.3502954
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Geothermal,GW,0,0.057325818,0.044357625,0.034323085,3.237766046,6.285880764,9.912968732,13.91845571,18.340837,23.22350328,,49.17144076,,66.19669534,,86.95038567,,112.2490184
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Liquids|Oil,GW,0,542.925098,569.8359983,648.2773366,727.0456695,635.9614387,482.0406577,366.397803,288.5666539,222.8148986,,238.8169747,,276.7489639,,430.0119326,,586.860038
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Coal,GW,0,86.56522,86.56522,60.00822,11.25080023,3.306673933,1.845,0,0,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Liquids|Gas,GW,0,0,0,0.007776328,1.626987513,5.64615154,11.55162209,17.53628869,17.52851236,22.01440118,,13.53310564,,0,,0,,0
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Liquids|Biomass,GW,0,6.697755515,6.697755515,7.019986483,8.678840416,6.607402984,10.5513936,15.51266506,20.11391431,30.42383845,,81.77896586,,228.6897881,,277.0625065,,280.4646712
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Wind,GW,0,265.917,432.9585,600,600,869.2309388,1012.574059,1104.768831,1193.412784,1246.812783,,1383.732227,,1525.424755,,1467.585937,,1397.08906
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Nuclear,GW,0,58,70.005,70,70,89.04705589,122.1574707,168.4151311,229.5851389,303.2488052,,552.4919074,,619.2529303,,606.2501516,,539.0313787
MESSAGEix-GLOBIOM_1.1,GP_Glasgow,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Biomass,GW,0,30.73487851,31.21688994,31.72380615,32.26945622,33.00794887,33.52941176,33.52941176,33.52941176,33.94550815,,33.52941176,,33.52941176,,33.52941176,,33.52941176
