Model,Scenario,Region,Variable,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
COFFEE 1.5,GP_GlasgowP,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Geothermal,GW,1.8625,1.8625,3.7515,3.7515,4.2807,4.2807,4.2807,4.2807,,4.2807,,4.2807,,4.2807,,4.2807,,4.00434
COFFEE 1.5,GP_GlasgowP,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Coal,GW,249.586,249.596,249.606,151.3936,4.07,4.08,4.09,4.1,,4.12,,4.14,,4.16,,4.18,,4.2
COFFEE 1.5,GP_GlasgowP,Pacific OECD,Capacity|Electricity|Wind,GW,7.675,17.86211,41.97335,88.7421275,159.4219875,274.6654475,308.5584075,454.6864775,,462.9586565,,587.3257605,,687.048106,,647.44344,,707.922
COFFEE 1.5,GP_GlasgowP,Pacific OECD,Capacity|Electricity|Nuclear,GW,42.385,45.035,45.035,50.951613,57.716319,77.716319,77.716319,81.731191,,77.111191,,58.631191,,55.981191,,66.057225,,55.067872
COFFEE 1.5,GP_GlasgowP,Pacific OECD,Capacity|Electricity|Biomass,GW,6,6,6,3.6,3.526742,8.526742,8.526742,8.526742,,4.5,,2,,1.8,,0.8,,0.72
COFFEE 1.5,GP_GlasgowP,Pacific OECD,Capacity|Electricity|Solar,GW,35.27,80.16,80.91,81.66,82.66,91.334,94.334,99.334,,104.584,,109.584,,114.584,,116.202,,116.402
COFFEE 1.5,GP_GlasgowP,Pacific OECD,Capacity|Electricity|Oil,GW,66.226,66.226,66.226,39.7356,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Pacific OECD,Capacity|Electricity|Hydro,GW,68.739,71.239,77.203861,89.436861,106.137861,126.575861,129.075861,136.575861,,151.575861,,155.325861,,154.2344305,,144.7925,,123.9922
COFFEE 1.5,GP_GlasgowP,Pacific OECD,Capacity|Electricity|Gas,GW,98.806,98.806,98.806,59.2836,2.8688825,2.8688825,2.8688825,2.8688825,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Pacific OECD,Capacity|Electricity|Geothermal,GW,1.4026,1.4026,1.4026,1.4026,3.7881,3.8506,3.8506,3.8506,,3.8506,,3.8506,,3.8506,,3.8506,,3.6746
COFFEE 1.5,GP_GlasgowP,Pacific OECD,Capacity|Electricity|Coal,GW,89.083,89.093,89.103,55.0918,4.07,4.08,4.09,4.1,,4.12,,4.14,,4.16,,4.18,,4.2
COFFEE 1.5,GP_GlasgowP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Wind,GW,0.408,3.358,3.358,33.358,60.7195605,133.0214005,273.1987005,443.2031005,,750.5585701,,954.9201811,,1188.663404,,1477.905674,,1933.441076
COFFEE 1.5,GP_GlasgowP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Nuclear,GW,25.715,37.035,37.035,37.035,37.035,37.035,38.62925,51.58625,,52.647423,,51.347423,,49.832423,,49.832423,,55.076243
COFFEE 1.5,GP_GlasgowP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Biomass,GW,1.4,1.4,1.4,0.84,0,2.5,5,10.215986,,21.254422,,19.896429,,16.572789,,8.4999996,,4.8857141
COFFEE 1.5,GP_GlasgowP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Solar,GW,0.456,3.57,5.07,6.945,9.445,12.195,62.433,110.463,,123.64,,129.64,,135.64,,157.56,,197.82388
COFFEE 1.5,GP_GlasgowP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Oil,GW,16.68,16.68,16.68,10.008,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Hydro,GW,81.411,86.411,103.911,128.911,153.911,183.911,211.411,245.645,,316.747,,360.8155,,389.528,,389.875,,401.8188
COFFEE 1.5,GP_GlasgowP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Gas,GW,143.308,143.308,143.308,87.9848,16.18624,11.18624,11.18624,11.18624,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Geothermal,GW,0.0792,0.0792,0.0792,0.0792,0.0792,0.0792,0.1042,0.1042,,1.6232,,1.6232,,1.6232,,1.6232,,2.2287
COFFEE 1.5,GP_GlasgowP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Coal,GW,74.248,74.258,74.268,46.1908,4.07,4.08,4.09,4.1,,4.12,,4.14,,4.16,,4.18,,4.2
COFFEE 1.5,GP_GlasgowP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Wind,GW,131.1,234.196,234.196,337.7661,591.797495,891.797495,1037.917845,2327.695845,,2337.553005,,2225.952155,,2505.549558,,2605.473685,,2556.614557
COFFEE 1.5,GP_GlasgowP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Nuclear,GW,19.205,46.46,46.46,46.46,46.46,46.46,46.46,46.46,,46.196,,45.04,,43.24,,43.24,,39.703
COFFEE 1.5,GP_GlasgowP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Biomass,GW,7,7,7,4.2,0,0,5,10,,20.16393,,27.25864,,25.51456,,13.13524,,5.2540965
COFFEE 1.5,GP_GlasgowP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Solar,GW,167.23,282.166,283.666,285.166,287.166,289.166,291.666,294.166,,300.166,,306.166,,312.166,,312.166,,318.166
COFFEE 1.5,GP_GlasgowP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Oil,GW,11.3,11.3,11.3,6.78,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Hydro,GW,368.264,463.264,493.264,529.671,590.609,620.609,650.609,670.954,,710.954,,708.454,,610.954,,569.078,,522.042
COFFEE 1.5,GP_GlasgowP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Gas,GW,48,48,48,57.3644,58.911,50,50,37.5,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Geothermal,GW,0.0311,0.0311,0.0311,0.0311,0.4558,0.4558,0.4558,0.4558,,0.4558,,0.4558,,0.4558,,0.4558,,0.44958
COFFEE 1.5,GP_GlasgowP,Countries of centrally-planned Asia; primarily China,Capacity|Electricity|Coal,GW,737.014,737.019,737.024,444.472529,153.477929,153.482929,153.487929,152.7714645,,2.06,,2.07,,2.08,,2.09,,2.1
COFFEE 1.5,GP_GlasgowP,Countries of South Asia; primarily India,Capacity|Electricity|Wind,GW,25.105,44.205,44.205,74.205,88.7131655,171.2891505,225.4008305,302.7638305,,476.1532335,,611.0932335,,749.4267008,,805.704329,,858.648489
COFFEE 1.5,GP_GlasgowP,Countries of South Asia; primarily India,Capacity|Electricity|Nuclear,GW,5.307,9.21,9.21,9.21,9.21,9.21,9.4289434,18.9326629,,83.0546629,,106.2993159,,112.0612769,,123.4100479,,177.5376059
COFFEE 1.5,GP_GlasgowP,Countries of South Asia; primarily India,Capacity|Electricity|Biomass,GW,0,0,0,0,0,0,0,0,,3.029524,,3.029524,,2.726571,,1.211809,,1.0906283
COFFEE 1.5,GP_GlasgowP,Countries of South Asia; primarily India,Capacity|Electricity|Solar,GW,5.361,56.861,57.236,57.611,58.28089985,59.03089985,60.53089985,71.81039985,,381.4629999,,386.4629999,,391.4629999,,391.4629999,,442.3409999
COFFEE 1.5,GP_GlasgowP,Countries of South Asia; primarily India,Capacity|Electricity|Oil,GW,5.615,5.615,5.615,3.369,0.42169205,0.42169205,0.42169205,0.42169205,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Countries of South Asia; primarily India,Capacity|Electricity|Hydro,GW,56.997,70.247,90.247,118.09,148.09,158.884,168.884,178.884,,210.525,,225.525,,225.525,,225.525,,216.7756
COFFEE 1.5,GP_GlasgowP,Countries of South Asia; primarily India,Capacity|Electricity|Gas,GW,24.312,24.312,24.312,14.5872,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Countries of South Asia; primarily India,Capacity|Electricity|Geothermal,GW,0.0014,0.0014,0.0014,0.0014,0.0027,0.0027,0.0027,0.0027,,0.0027,,0.0027,,0.0027,,0.0027,,0.0027
COFFEE 1.5,GP_GlasgowP,Countries of South Asia; primarily India,Capacity|Electricity|Coal,GW,157.48,157.485,157.49,113.801318,142.727318,114.568403,114.573403,112.732244,,6.4780425,,2.07,,2.08,,2.09,,2.1
COFFEE 1.5,GP_GlasgowP,Other countries of Asia,Capacity|Electricity|Wind,GW,0.935,3.565,14.714135,44.714135,120.5285635,183.6975635,312.1859785,529.4806085,,669.8740505,,841.279483,,1027.890381,,1116.979644,,1202.735436
COFFEE 1.5,GP_GlasgowP,Other countries of Asia,Capacity|Electricity|Nuclear,GW,0,0,0,2.5,10,22.5,35,52.5,,77.5,,87.58213338,,112.5821334,,131.3321334,,133.8321334
COFFEE 1.5,GP_GlasgowP,Other countries of Asia,Capacity|Electricity|Biomass,GW,6.5,6.5,6.5,3.9,0,0,0,5,,6.428571,,4.4999996,,1.2857141,,0.5142857,,0.2285714
COFFEE 1.5,GP_GlasgowP,Other countries of Asia,Capacity|Electricity|Solar,GW,2.26,8.63,9.005,9.38,9.888,10.638,11.038,68.883,,68.883,,68.883,,68.883,,68.883,,65.198
COFFEE 1.5,GP_GlasgowP,Other countries of Asia,Capacity|Electricity|Oil,GW,50.28,50.28,50.28,30.168,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Other countries of Asia,Capacity|Electricity|Hydro,GW,37.54,52.54,67.54,90.04,112.54,135.04,157.333,202.229,,232.229,,250.879,,250.879,,250.879,,244.871
COFFEE 1.5,GP_GlasgowP,Other countries of Asia,Capacity|Electricity|Gas,GW,110.102,110.102,110.102,66.0612,25,25,25,25,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Other countries of Asia,Capacity|Electricity|Geothermal,GW,3.3733,3.3733,3.3733,3.3733,5.2023,5.2023,5.2023,5.2023,,5.2023,,5.2023,,5.2023,,5.2023,,5.20074
COFFEE 1.5,GP_GlasgowP,Other countries of Asia,Capacity|Electricity|Coal,GW,79.693,79.698,79.703,48.6368,26.511585,26.516585,26.521585,26.526585,,2.06,,2.07,,2.08,,2.09,,2.1
COFFEE 1.5,GP_GlasgowP,Countries of Sub-Saharan Africa,Capacity|Electricity|Wind,GW,10.821,32.823583,46.9207067,53.3912197,94.66558765,168.7214457,239.0162579,473.5231979,,915.8211259,,1360.686791,,1844.504531,,2254.110963,,2708.161457
COFFEE 1.5,GP_GlasgowP,Countries of Sub-Saharan Africa,Capacity|Electricity|Nuclear,GW,1.86,1.86,1.86,1.86,1.86,1.86,1.86,1.86,,51.488,,50,,70,,90,,170
COFFEE 1.5,GP_GlasgowP,Countries of Sub-Saharan Africa,Capacity|Electricity|Biomass,GW,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Countries of Sub-Saharan Africa,Capacity|Electricity|Solar,GW,2.422,8.402,9.152,9.902,21.178,22.678,24.378,100.68052,,392.7903,,565.83039,,698.59039,,829.48839,,1173.349783
COFFEE 1.5,GP_GlasgowP,Countries of Sub-Saharan Africa,Capacity|Electricity|Oil,GW,32.229,32.229,32.229,19.3374,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Countries of Sub-Saharan Africa,Capacity|Electricity|Hydro,GW,36.595,40.0306975,50.0306975,60.0306975,73.1556975,80.67499983,88.17499983,95.67499983,,115.6749998,,129.4249998,,136.9250003,,135.3625003,,141.699
COFFEE 1.5,GP_GlasgowP,Countries of Sub-Saharan Africa,Capacity|Electricity|Gas,GW,95.287,95.287,95.287,82.1722,50,50,50,37.5,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Countries of Sub-Saharan Africa,Capacity|Electricity|Geothermal,GW,1.458,1.7774,1.7774,1.7774,1.7774,1.7774,1.7774,1.7774,,2.7274,,2.7274,,2.7274,,2.7274,,2.7274
COFFEE 1.5,GP_GlasgowP,Countries of Sub-Saharan Africa,Capacity|Electricity|Coal,GW,50.578,50.588,50.78366665,46.75002665,30.38164165,30.39164165,30.40164165,22.938195,,4.12,,4.14,,4.16,,4.18,,4.2
COFFEE 1.5,GP_GlasgowP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Wind,GW,0.304,1.039,12.188135,44.6966615,115.462458,284.221458,329.274968,389.254168,,457.34683,,510.9372625,,507.4200333,,452.25062,,599.161645
COFFEE 1.5,GP_GlasgowP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Nuclear,GW,0.915,4.95,4.95,9.979012525,14.55097868,32.05097868,33.11501318,33.11501318,,33.11501318,,33.11501318,,33.11501318,,35.52269758,,28.81060725
COFFEE 1.5,GP_GlasgowP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Biomass,GW,0,0,0,0,0,1.5046435,3.3900155,4.5377265,,3.78540475,,3.8995285,,3.325673,,2.9931055,,1.330269
COFFEE 1.5,GP_GlasgowP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Solar,GW,1.007,6.1,6.475,21.85,82.126,200.622,292.169,367.069,,547.643,,628.563,,749.483,,826.323,,921.589
COFFEE 1.5,GP_GlasgowP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Oil,GW,75.303,75.303,75.303,45.1818,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Hydro,GW,21.037,31.037,41.037,56.037,77.448,110.906,125.906,140.906,,170.906,,190.908,,193.408,,192.3905,,177.7266
COFFEE 1.5,GP_GlasgowP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Gas,GW,156.336,156.336,156.336,93.8016,35.018395,35.018395,35.018395,35.018395,,11.64314,,11.64314,,10.478825,,4.657255,,4.1915295
COFFEE 1.5,GP_GlasgowP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Geothermal,GW,0,0,0,0,0.125,0.125,0.125,0.125,,0.125,,0.125,,0.125,,0.125,,0.125
COFFEE 1.5,GP_GlasgowP,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc.",Capacity|Electricity|Coal,GW,6.855,6.86,6.865,4.934,2.035,2.04,2.045,2.05,,2.06,,2.07,,2.08,,2.09,,2.1
COFFEE 1.5,GP_GlasgowP,Countries of Latin America and the Caribbean,Capacity|Electricity|Wind,GW,11.4904485,39.2324375,71.0133375,82.8480425,96.9922475,208.0823675,270.0153145,421.1321974,,503.1099111,,646.9281529,,789.2997614,,893.6013634,,1192.26774
COFFEE 1.5,GP_GlasgowP,Countries of Latin America and the Caribbean,Capacity|Electricity|Nuclear,GW,4.835,6.1,6.1,6.1,6.1,6.1,6.1,6.1,,5.133,,1.265,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Countries of Latin America and the Caribbean,Capacity|Electricity|Biomass,GW,0.5,0.5,0.5,0.3,11.862785,24.362785,34.362785,42.353675,,45.824643,,33.060752,,23.7163745,,11.15352,,6.868449
COFFEE 1.5,GP_GlasgowP,Countries of Latin America and the Caribbean,Capacity|Electricity|Solar,GW,1.838,15.842,16.217,16.592,19.092,23.842,38.642,68.798965,,77.200965,,81.730965,,81.730965,,107.650965,,123.482965
COFFEE 1.5,GP_GlasgowP,Countries of Latin America and the Caribbean,Capacity|Electricity|Oil,GW,21.263,21.263,21.263,12.7578,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Countries of Latin America and the Caribbean,Capacity|Electricity|Hydro,GW,157.443,169.193,196.193,223.693,253.0064795,275.5064795,298.0064795,320.5064795,,360.1716795,,351.7714795,,355.6464795,,359.9897398,,344.3746
COFFEE 1.5,GP_GlasgowP,Countries of Latin America and the Caribbean,Capacity|Electricity|Gas,GW,82.043,82.043,82.043,50.765,14.96067,11.11267,11.11267,11.11267,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowP,Countries of Latin America and the Caribbean,Capacity|Electricity|Geothermal,GW,1.516,1.516,1.775,1.775,2.6833,3.9103,3.9103,3.9103,,3.9103,,3.9103,,3.9103,,3.9103,,3.9101
COFFEE 1.5,GP_GlasgowP,Countries of Latin America and the Caribbean,Capacity|Electricity|Coal,GW,25.863,25.878,26.263,18.3508,6.475,6.49,6.505,6.15,,6.18,,6.21,,6.24,,6.27,,6.3
COFFEE 1.5,GP_GlasgowPP,World,Capacity|Electricity|Wind,GW,424.752769,754.9357375,1056.715877,2138.032281,3698.115047,6015.103901,8012.432604,10859.03715,,11753.37083,,14118.23121,,16976.27837,,18811.55849,,20455.27423
COFFEE 1.5,GP_GlasgowPP,World,Capacity|Electricity|Nuclear,GW,371.275,442.008,450.978091,485.7849494,524.3369417,593.9209299,666.5679891,737.8899891,,819.3796901,,719.5023985,,800.479711,,994.3195723,,1190.665658
COFFEE 1.5,GP_GlasgowPP,World,Capacity|Electricity|Biomass,GW,71.087,71.087,71.087,47.7522,36.3964235,65.61820115,111.1754102,158.2376772,,193.0588462,,199.2419529,,185.3207392,,132.0867187,,92.5360202
COFFEE 1.5,GP_GlasgowPP,World,Capacity|Electricity|Solar,GW,371.328,690.571,801.924,896.59541,1154.25372,1369.759112,2118.441942,2710.345942,,3052.332942,,3317.486902,,3618.520902,,3872.188076,,4253.785861
COFFEE 1.5,GP_GlasgowPP,World,Capacity|Electricity|Oil,GW,434.929,434.929,434.929,260.9574,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowPP,World,Capacity|Electricity|Hydro,GW,1320.526594,1511.280933,1709.114933,1937.656216,2230.032216,2431.884216,2668.537216,2844.538094,,3123.360294,,3236.927715,,3158.773562,,3112.17869,,2842.30092
COFFEE 1.5,GP_GlasgowPP,World,Capacity|Electricity|Gas,GW,1495.39,1545.39,1595.39,1109.665653,305.795082,288.036082,238.036082,135.3717555,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowPP,World,Capacity|Electricity|Geothermal,GW,9.7241,10.0435,19.0545,19.0545,26.386,26.411,28.4179,30.0629,,30.0629,,30.0629,,30.0629,,30.0629,,29.53432
COFFEE 1.5,GP_GlasgowPP,World,Capacity|Electricity|Coal,GW,1967.262,1967.352,1967.627667,1290.67207,321.9163947,285.0063947,285.0963947,244.7254263,,37.08,,37.26,,37.44,,37.62,,37.8
COFFEE 1.5,GP_GlasgowPP,North America; primarily the United States of America and Canada,Capacity|Electricity|Wind,GW,83.909,149.284158,245.1309741,449.3068291,633.7293306,973.7293306,1237.133539,1592.586089,,1712.79116,,2099.193383,,2469.63445,,2653.625735,,2935.642481
COFFEE 1.5,GP_GlasgowPP,North America; primarily the United States of America and Canada,Capacity|Electricity|Nuclear,GW,112.138,117.773,122.773,125.273,125.273,135.273,165.273,175.273,,207.10541,,219.98701,,261.23701,,339.98701,,389.33901
COFFEE 1.5,GP_GlasgowPP,North America; primarily the United States of America and Canada,Capacity|Electricity|Biomass,GW,15.336,15.336,15.336,10.4516,6.25,11.25,16.25,20.625,,33.5,,43.5,,50.9,,46.24801,,31.686351
COFFEE 1.5,GP_GlasgowPP,North America; primarily the United States of America and Canada,Capacity|Electricity|Solar,GW,54.445,85.055,171.585,206.51741,212.32941,241.346,557.16,588.422,,597.172,,653.172,,658.266,,665.172,,705.928
COFFEE 1.5,GP_GlasgowPP,North America; primarily the United States of America and Canada,Capacity|Electricity|Oil,GW,90.653,90.653,90.653,54.3918,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowPP,North America; primarily the United States of America and Canada,Capacity|Electricity|Hydro,GW,243.733,263.733,298.733,327.146,362.146,397.146,446.767,471.606,,501.606,,516.606,,509.106,,508.36741,,450.8489
COFFEE 1.5,GP_GlasgowPP,North America; primarily the United States of America and Canada,Capacity|Electricity|Gas,GW,451.269,501.269,551.269,430.761,169.275605,169.275605,119.275605,39.275605,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowPP,North America; primarily the United States of America and Canada,Capacity|Electricity|Geothermal,GW,0,0,6.863,6.863,7.193,7.193,7.7999,7.7999,,7.7999,,7.7999,,7.7999,,7.7999,,7.7999
COFFEE 1.5,GP_GlasgowPP,North America; primarily the United States of America and Canada,Capacity|Electricity|Coal,GW,456.682,456.692,456.702,342.97055,71.38895,71.39895,71.40895,37.759475,,4.12,,4.14,,4.16,,4.18,,4.2
COFFEE 1.5,GP_GlasgowPP,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Wind,GW,137.8342005,196.713166,245.638052,421.874202,711.0240065,1061.186887,1366.380389,2257.218989,,2516.027786,,3417.084857,,4485.333359,,5464.810325,,6161.051804
COFFEE 1.5,GP_GlasgowPP,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Nuclear,GW,138.275,146.5,146.5,146.5,146.5,151.5,159.882353,158.247353,,131.301774,,37.741774,,36.716774,,44.216774,,107.4055975
COFFEE 1.5,GP_GlasgowPP,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Biomass,GW,34.101,34.101,34.101,21.7106,6.25,11.25,18.75,24.8747705,,41.6758815,,53.14282525,,51.0653335,,30.3577565,,32.5570205
COFFEE 1.5,GP_GlasgowPP,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Solar,GW,97.424,134.85,137.85,140.85,146.85,159.85,193.1175,198.1175,,249.915,,267.915,,282.255,,295.06925,,310.7645
COFFEE 1.5,GP_GlasgowPP,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Oil,GW,60.369,60.369,60.369,36.2214,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowPP,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Hydro,GW,229.595,232.095,237.095,242.095,248.732,253.732,263.447,268.447,,278.447,,283.747,,286.247,,286.247,,243.5589
COFFEE 1.5,GP_GlasgowPP,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Gas,GW,252.135,252.135,252.135,151.2808,2.4715265,2.4715265,2.4715265,2.4715265,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowPP,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Geothermal,GW,1.8625,1.8625,3.7515,3.7515,4.2807,4.2807,4.3107,4.3107,,4.3107,,4.3107,,4.3107,,4.3107,,4.03434
COFFEE 1.5,GP_GlasgowPP,"Eastern and Western Europe (i.e., the EU28)",Capacity|Electricity|Coal,GW,249.586,249.596,249.606,151.3936,4.07,4.08,4.09,4.1,,4.12,,4.14,,4.16,,4.18,,4.2
COFFEE 1.5,GP_GlasgowPP,Pacific OECD,Capacity|Electricity|Wind,GW,14.331275,26.007275,61.9753365,112.8716265,259.5352565,319.5352565,394.8692715,470.1262465,,482.520927,,641.7485938,,712.673628,,702.0870555,,717.503103
COFFEE 1.5,GP_GlasgowPP,Pacific OECD,Capacity|Electricity|Nuclear,GW,42.385,45.035,46.9467645,56.9467645,64.4467645,65.6967645,65.6967645,65.6967645,,61.0767645,,42.5967645,,49.61588225,,58.66,,51.053
COFFEE 1.5,GP_GlasgowPP,Pacific OECD,Capacity|Electricity|Biomass,GW,6,6,6,4.85,6.25,8.0333755,8.0333755,9.0984875,,3.37080309,,2.23445114,,1.43509197,,0.82569271,,0.41953356
COFFEE 1.5,GP_GlasgowPP,Pacific OECD,Capacity|Electricity|Solar,GW,35.27,80.16,80.91,81.66,118.749325,120.249325,123.249325,128.249325,,133.499325,,138.499325,,143.499325,,146.808325,,147.008325
COFFEE 1.5,GP_GlasgowPP,Pacific OECD,Capacity|Electricity|Oil,GW,66.226,66.226,66.226,39.7356,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowPP,Pacific OECD,Capacity|Electricity|Hydro,GW,68.739,72.521,82.521,99.222,119.709,127.209,136.942,144.442,,159.442,,163.192,,160.692,,146.2475,,124.4572
COFFEE 1.5,GP_GlasgowPP,Pacific OECD,Capacity|Electricity|Gas,GW,98.806,98.806,98.806,59.2836,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowPP,Pacific OECD,Capacity|Electricity|Geothermal,GW,1.4026,1.4026,1.4026,1.4026,3.8506,3.8506,3.8506,3.8506,,3.8506,,3.8506,,3.8506,,3.8506,,3.6746
COFFEE 1.5,GP_GlasgowPP,Pacific OECD,Capacity|Electricity|Coal,GW,89.083,89.093,89.103,55.0918,4.07,4.08,4.09,4.1,,4.12,,4.14,,4.16,,4.18,,4.2
COFFEE 1.5,GP_GlasgowPP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Wind,GW,0.408,3.358,3.358,41.039353,134.2419965,310.4699965,448.6833315,752.4097515,,835.6311035,,1031.516204,,1294.771827,,1467.32063,,1806.460573
COFFEE 1.5,GP_GlasgowPP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Nuclear,GW,25.715,37.035,37.035,37.035,37.035,44.535,44.535,42.492,,33.995,,32.695,,31.18,,31.18,,20.905
COFFEE 1.5,GP_GlasgowPP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Biomass,GW,1.4,1.4,1.4,0.84,1.1464235,3.6464235,9.4850095,15.159722,,19.4059165,,18.89604225,,17.737377,,14.314599,,7.17468311
COFFEE 1.5,GP_GlasgowPP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Solar,GW,0.456,3.57,5.445,7.32,15.082,69.11865,114.71865,119.71865,,129.05865,,135.05865,,141.05865,,152.97865,,200.81865
COFFEE 1.5,GP_GlasgowPP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Oil,GW,16.68,16.68,16.68,10.008,0,0,0,0,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowPP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Hydro,GW,81.411,90.517,115.517,145.517,175.517,215.466,245.741,286.843,,336.843,,376.8055,,394.615,,394.615,,388.3988
COFFEE 1.5,GP_GlasgowPP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Gas,GW,143.308,143.308,143.308,87.9848,14.43973,9.43973,9.43973,9.43973,,0,,0,,0,,0,,0
COFFEE 1.5,GP_GlasgowPP,Reforming Economies of Eastern Europe and the Former Soviet Union; primarily Russia,Capacity|Electricity|Geothermal,GW,0.0792,0.0792,0.0792,0.0792,0.9282,0.9532,0.9532,1.6232,,1.6232,,1.6232,,1.6232,,1.6232,,1.60736
